year,block,equation,description,value
2024,Source: di_a_grp,di_a_a,22311.89,22311.89
2025,Source: di_a_grp,di_a_a,22311.89,23949.15
2026,Source: di_a_grp,di_a_a,22311.89,25153.86
2027,Source: di_a_grp,di_a_a,22311.89,26119.58
2028,Source: di_a_grp,di_a_a,22311.89,26875.09
2029,Source: di_a_grp,di_a_a,22311.89,27778.03
2030,Source: di_a_grp,di_a_a,22311.89,28209.41
2031,Source: di_a_grp,di_a_a,22311.89,28862.45
2032,Source: di_a_grp,di_a_a,22311.89,30113.7
2024,Source: di_a_grp,di_a_a,22311.89,16464.13
2025,Source: di_a_grp,di_a_a,22311.89,17682.88
2026,Source: di_a_grp,di_a_a,22311.89,18563.21
2027,Source: di_a_grp,di_a_a,22311.89,19275.91
2028,Source: di_a_grp,di_a_a,22311.89,19841.17
2029,Source: di_a_grp,di_a_a,22311.89,20509.8
2030,Source: di_a_grp,di_a_a,22311.89,20831.11
2031,Source: di_a_grp,di_a_a,22311.89,21312.3
2032,Source: di_a_grp,di_a_a,22311.89,22235.73
2024,Source: di_a_grp,di_mi_a,296.3033,296.3033
2025,Source: di_a_grp,di_mi_a,296.3033,318.0463
2026,Source: di_a_grp,di_mi_a,296.3033,334.0449
2027,Source: di_a_grp,di_mi_a,296.3033,346.8697
2028,Source: di_a_grp,di_mi_a,296.3033,356.903
2029,Source: di_a_grp,di_mi_a,296.3033,368.8941
2030,Source: di_a_grp,di_mi_a,296.3033,374.6229
2031,Source: di_a_grp,di_mi_a,296.3033,383.2953
2032,Source: di_a_grp,di_mi_a,296.3033,399.9119
2024,Source: di_a_grp,di_mi_a,296.3033,218.6448
2025,Source: di_a_grp,di_mi_a,296.3033,234.8299
2026,Source: di_a_grp,di_mi_a,296.3033,246.5207
2027,Source: di_a_grp,di_mi_a,296.3033,255.9854
2028,Source: di_a_grp,di_mi_a,296.3033,263.492
2029,Source: di_a_grp,di_mi_a,296.3033,272.3715
2030,Source: di_a_grp,di_mi_a,296.3033,276.6386
2031,Source: di_a_grp,di_mi_a,296.3033,283.0287
2032,Source: di_a_grp,di_mi_a,296.3033,295.2919
2024,Source: di_a_grp,di_m_a,9523.852,9523.852
2025,Source: di_a_grp,di_m_a,9523.852,10222.72
2026,Source: di_a_grp,di_m_a,9523.852,10736.95
2027,Source: di_a_grp,di_m_a,9523.852,11149.17
2028,Source: di_a_grp,di_m_a,9523.852,11471.66
2029,Source: di_a_grp,di_m_a,9523.852,11857.08
2030,Source: di_a_grp,di_m_a,9523.852,12041.22
2031,Source: di_a_grp,di_m_a,9523.852,12319.97
2032,Source: di_a_grp,di_m_a,9523.852,12854.06
2024,Source: di_a_grp,di_m_a,9523.852,7027.731
2025,Source: di_a_grp,di_m_a,9523.852,7547.957
2026,Source: di_a_grp,di_m_a,9523.852,7923.725
2027,Source: di_a_grp,di_m_a,9523.852,8227.944
2028,Source: di_a_grp,di_m_a,9523.852,8469.223
2029,Source: di_a_grp,di_m_a,9523.852,8754.629
2030,Source: di_a_grp,di_m_a,9523.852,8891.78199999999
2031,Source: di_a_grp,di_m_a,9523.852,9097.176
2032,Source: di_a_grp,di_m_a,9523.852,9491.343
2024,Source: di_a_grp,di_e_a,2353.256,2353.256
2025,Source: di_a_grp,di_e_a,2353.256,2525.94
2026,Source: di_a_grp,di_e_a,2353.256,2653.002
2027,Source: di_a_grp,di_e_a,2353.256,2754.857
2028,Source: di_a_grp,di_e_a,2353.256,2834.542
2029,Source: di_a_grp,di_e_a,2353.256,2929.776
2030,Source: di_a_grp,di_e_a,2353.256,2975.274
2031,Source: di_a_grp,di_e_a,2353.256,3044.151
2032,Source: di_a_grp,di_e_a,2353.256,3176.121
2024,Source: di_a_grp,di_e_a,2353.256,1736.488
2025,Source: di_a_grp,di_e_a,2353.256,1865.031
2026,Source: di_a_grp,di_e_a,2353.256,1957.88
2027,Source: di_a_grp,di_e_a,2353.256,2033.049
2028,Source: di_a_grp,di_e_a,2353.256,2092.667
2029,Source: di_a_grp,di_e_a,2353.256,2163.188
2030,Source: di_a_grp,di_e_a,2353.256,2197.078
2031,Source: di_a_grp,di_e_a,2353.256,2247.829
