year,block,equation,description,value
2027,Source: pwe_grp,88,Transport (pwe_t),1.045
2028,Source: pwe_grp,88,Transport (pwe_t),1.05
2029,Source: pwe_grp,88,Transport (pwe_t),1.055
2030,Source: pwe_grp,88,Transport (pwe_t),1.035
2031,Source: pwe_grp,88,Transport (pwe_t),1.045
2032,Source: pwe_grp,88,Transport (pwe_t),1.05
2024,Source: pwe_grp,89,Trade (pwe_tr),1
2025,Source: pwe_grp,89,Trade (pwe_tr),1
2026,Source: pwe_grp,89,Trade (pwe_tr),1.04
2027,Source: pwe_grp,89,Trade (pwe_tr),1.03
2028,Source: pwe_grp,89,Trade (pwe_tr),1.03
2029,Source: pwe_grp,89,Trade (pwe_tr),1.04
2030,Source: pwe_grp,89,Trade (pwe_tr),1.03
2031,Source: pwe_grp,89,Trade (pwe_tr),1.055
2032,Source: pwe_grp,89,Trade (pwe_tr),1.03
2024,Source: pwe_grp,90,Financial services (pwe_fs),1
2025,Source: pwe_grp,90,Financial services (pwe_fs),1.09
2026,Source: pwe_grp,90,Financial services (pwe_fs),1.11
2027,Source: pwe_grp,90,Financial services (pwe_fs),1.085
2028,Source: pwe_grp,90,Financial services (pwe_fs),1.06
2029,Source: pwe_grp,90,Financial services (pwe_fs),1.07
2030,Source: pwe_grp,90,Financial services (pwe_fs),1.06
2031,Source: pwe_grp,90,Financial services (pwe_fs),1.085
2032,Source: pwe_grp,90,Financial services (pwe_fs),1.095
2024,Source: pwe_grp,91,Public Services (pwe_ps),1
2025,Source: pwe_grp,91,Public Services (pwe_ps),1.02
2026,Source: pwe_grp,91,Public Services (pwe_ps),1.02
2027,Source: pwe_grp,91,Public Services (pwe_ps),1.02
2028,Source: pwe_grp,91,Public Services (pwe_ps),1.03
2029,Source: pwe_grp,91,Public Services (pwe_ps),1.04
2030,Source: pwe_grp,91,Public Services (pwe_ps),1.05
2031,Source: pwe_grp,91,Public Services (pwe_ps),1.065
2032,Source: pwe_grp,91,Public Services (pwe_ps),1.07
2024,Source: pwe_grp,92,Market Services (pwe_ms),1
2025,Source: pwe_grp,92,Market Services (pwe_ms),1.01
2026,Source: pwe_grp,92,Market Services (pwe_ms),1.03
2027,Source: pwe_grp,92,Market Services (pwe_ms),1.02
2028,Source: pwe_grp,92,Market Services (pwe_ms),1.02
2029,Source: pwe_grp,92,Market Services (pwe_ms),1.03
2030,Source: pwe_grp,92,Market Services (pwe_ms),1.025
2031,Source: pwe_grp,92,Market Services (pwe_ms),1.035
2032,Source: pwe_grp,92,Market Services (pwe_ms),1.025
2024,Source: pwm_grp,93,Agriculture (pwm_a),1
2025,Source: pwm_grp,93,Agriculture (pwm_a),1.015
2026,Source: pwm_grp,93,Agriculture (pwm_a),1.11
2027,Source: pwm_grp,93,Agriculture (pwm_a),1.15
2028,Source: pwm_grp,93,Agriculture (pwm_a),1.135
2029,Source: pwm_grp,93,Agriculture (pwm_a),1.12
2030,Source: pwm_grp,93,Agriculture (pwm_a),1.131
2031,Source: pwm_grp,93,Agriculture (pwm_a),1.135
2032,Source: pwm_grp,93,Agriculture (pwm_a),1.11
2024,Source: pwm_grp,94,Mining (pwm_mi),1
2025,Source: pwm_grp,94,Mining (pwm_mi),1.06
2026,Source: pwm_grp,94,Mining (pwm_mi),1.04
2027,Source: pwm_grp,94,Mining (pwm_mi),1.045
2028,Source: pwm_grp,94,Mining (pwm_mi),1.05
2029,Source: pwm_grp,94,Mining (pwm_mi),1.06
2030,Source: pwm_grp,94,Mining (pwm_mi),1.055
2031,Source: pwm_grp,94,Mining (pwm_mi),1.075
2032,Source: pwm_grp,94,Mining (pwm_mi),1.06
2024,Source: pwm_grp,95,Manufacturing (pwm_m),1
2025,Source: pwm_grp,95,Manufacturing (pwm_m),1.032
2026,Source: pwm_grp,95,Manufacturing (pwm_m),1.042
2027,Source: pwm_grp,95,Manufacturing (pwm_m),1.046
2028,Source: pwm_grp,95,Manufacturing (pwm_m),1.05
2029,Source: pwm_grp,95,Manufacturing (pwm_m),1.045
2030,Source: pwm_grp,95,Manufacturing (pwm_m),1.025
2031,Source: pwm_grp,95,Manufacturing (pwm_m),1.03
2032,Source: pwm_grp,95,Manufacturing (pwm_m),1.025
2024,Source: pwm_grp,96,Energy and Water (pwm_e),1
2025,Source: pwm_grp,96,Energy and Water (pwm_e),1.03
2026,Source: pwm_grp,96,Energy and Water (pwm_e),1.035
2027,Source: pwm_grp,96,Energy and Water (pwm_e),1.05
2028,Source: pwm_grp,96,Energy and Water (pwm_e),1.06
2029,Source: pwm_grp,96,Energy and Water (pwm_e),1.06
2030,Source: pwm_grp,96,Energy and Water (pwm_e),1.07
2031,Source: pwm_grp,96,Energy and Water (pwm_e),1.07
2032,Source: pwm_grp,96,Energy and Water (pwm_e),1.07
2024,Source: pwm_grp,97,Construction (pwm_c),1
2025,Source: pwm_grp,97,Construction (pwm_c),1.09
2026,Source: pwm_grp,97,Construction (pwm_c),1.07
2027,Source: pwm_grp,97,Construction (pwm_c),1.03
2028,Source: pwm_grp,97,Construction (pwm_c),1.04
2029,Source: pwm_grp,97,Construction (pwm_c),1.08
2030,Source: pwm_grp,97,Construction (pwm_c),1.075
2031,Source: pwm_grp,97,Construction (pwm_c),1.095
2032,Source: pwm_grp,97,Construction (pwm_c),1.08
2024,Source: pwm_grp,98,Transport (pwm_t),1
2025,Source: pwm_grp,98,Transport (pwm_t),1.05
2026,Source: pwm_grp,98,Transport (pwm_t),1.04
2027,Source: pwm_grp,98,Transport (pwm_t),1.035
2028,Source: pwm_grp,98,Transport (pwm_t),1.025
2029,Source: pwm_grp,98,Transport (pwm_t),1.035
2030,Source: pwm_grp,98,Transport (pwm_t),1.048
2031,Source: pwm_grp,98,Transport (pwm_t),1.058
2032,Source: pwm_grp,98,Transport (pwm_t),1.055
2024,Source: pwm_grp,99,Trade (pwm_tr),1
2025,Source: pwm_grp,99,Trade (pwm_tr),1.02
2026,Source: pwm_grp,99,Trade (pwm_tr),1.05
2027,Source: pwm_grp,99,Trade (pwm_tr),1.04
2028,Source: pwm_grp,99,Trade (pwm_tr),1.04
2029,Source: pwm_grp,99,Trade (pwm_tr),1.045
2030,Source: pwm_grp,99,Trade (pwm_tr),1.045
2031,Source: pwm_grp,99,Trade (pwm_tr),1.055
2032,Source: pwm_grp,99,Trade (pwm_tr),1.06
2024,Source: pwm_grp,100,Financial services (pwm_fs),1
2025,Source: pwm_grp,100,Financial services (pwm_fs),1.02
2026,Source: pwm_grp,100,Financial services (pwm_fs),1.09
2027,Source: pwm_grp,100,Financial services (pwm_fs),1.058
2028,Source: pwm_grp,100,Financial services (pwm_fs),1.061
2029,Source: pwm_grp,100,Financial services (pwm_fs),1.074
2030,Source: pwm_grp,100,Financial services (pwm_fs),1.065
2031,Source: pwm_grp,100,Financial services (pwm_fs),1.08
2032,Source: pwm_grp,100,Financial services (pwm_fs),1.07
2024,Source: pwm_grp,101,Public Services (pwm_ps),1
2025,Source: pwm_grp,101,Public Services (pwm_ps),1.01
2026,Source: pwm_grp,101,Public Services (pwm_ps),1.02
2027,Source: pwm_grp,101,Public Services (pwm_ps),1.015
2028,Source: pwm_grp,101,Public Services (pwm_ps),1.025
2029,Source: pwm_grp,101,Public Services (pwm_ps),1.03
2030,Source: pwm_grp,101,Public Services (pwm_ps),1.035
2031,Source: pwm_grp,101,Public Services (pwm_ps),1.035
2032,Source: pwm_grp,101,Public Services (pwm_ps),1.03
2024,Source: pwm_grp,102,Market Services (pwm_ms),1
2025,Source: pwm_grp,102,Market Services (pwm_ms),1.02
2026,Source: pwm_grp,102,Market Services (pwm_ms),1.035
2027,Source: pwm_grp,102,Market Services (pwm_ms),1.045
2028,Source: pwm_grp,102,Market Services (pwm_ms),1.05
2029,Source: pwm_grp,102,Market Services (pwm_ms),1.045
2030,Source: pwm_grp,102,Market Services (pwm_ms),1.055
2031,Source: pwm_grp,102,Market Services (pwm_ms),1.065
2032,Source: pwm_grp,102,Market Services (pwm_ms),1.07
