year,block,equation,description,value
2025,Source: tie_grp,Financial services (tie_fs),,14.28762
2026,Source: tie_grp,Financial services (tie_fs),,16.04498
2027,Source: tie_grp,Financial services (tie_fs),,16.14309
2028,Source: tie_grp,Financial services (tie_fs),,16.42122
2029,Source: tie_grp,Financial services (tie_fs),,17.6095
2030,Source: tie_grp,Financial services (tie_fs),,18.19306
2031,Source: tie_grp,Financial services (tie_fs),,19.78659
2032,Source: tie_grp,Financial services (tie_fs),,21.74989
2024,Source: tie_grp,Public Services (tie_ps),,3.360846
2025,Source: tie_grp,Public Services (tie_ps),,3.603911
2026,Source: tie_grp,Public Services (tie_ps),,3.842434
2027,Source: tie_grp,Public Services (tie_ps),,4.688031
2028,Source: tie_grp,Public Services (tie_ps),,5.302416
2029,Source: tie_grp,Public Services (tie_ps),,6.361491
2030,Source: tie_grp,Public Services (tie_ps),,7.344777
2031,Source: tie_grp,Public Services (tie_ps),,8.708245
2032,Source: tie_grp,Public Services (tie_ps),,9.700136
2024,Source: tie_grp,Market Services (tie_ms),,0.8402095
2025,Source: tie_grp,Market Services (tie_ms),,0.9384413
2026,Source: tie_grp,Market Services (tie_ms),,1.309526
2027,Source: tie_grp,Market Services (tie_ms),,1.406562
2028,Source: tie_grp,Market Services (tie_ms),,1.76123
2029,Source: tie_grp,Market Services (tie_ms),,2802508
2030,Source: tie_grp,Market Services (tie_ms),,2.038276
2031,Source: tie_grp,Market Services (tie_ms),,2.509355
2032,Source: tie_grp,Market Services (tie_ms),,2.621597
2024,Source: tie_grp,Total (tie_tot),,1100.538
2025,Source: tie_grp,Total (tie_tot),,1306.909
2026,Source: tie_grp,Total (tie_tot),,1486.227
2027,Source: tie_grp,Total (tie_tot),,1747.003
2028,Source: tie_grp,Total (tie_tot),,1957.743
2029,Source: tie_grp,Total (tie_tot),,2131.116
2030,Source: tie_grp,Total (tie_tot),,2303.774
2031,Source: tie_grp,Total (tie_tot),,2649.066
2032,Source: tie_grp,Total (tie_tot),,2866.038
2024,Source: tie_grp,1315.5896628904927,,1100.5376775
2025,Source: tie_grp,1315.5896628904927,,1306.9091782999997
2026,Source: tie_grp,1315.5896628904927,,1486.2271809999997
2027,Source: tie_grp,1315.5896628904927,,1747.0030379999998
2028,Source: tie_grp,1315.5896628904927,,1957.7432610000003
2029,Source: tie_grp,1315.5896628904927,,2804637.158606
2030,Source: tie_grp,1315.5896628904927,,2303.773842
2031,Source: tie_grp,1315.5896628904927,,2649.0661600000003
2032,Source: tie_grp,1315.5896628904927,,2866.0377899999994
